Line  11130
 02:11:07.2  4.802021 10 140.738 159.698 196.575 254.642 335.139 435.814 551.881 678.102 808.510 933.197 1035.890 1096.819 1101.405 1049.041 954.280 839.451 725.407 626.349 548.812 492.755 453.941 427.001 407.842 394.326 327.055 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 389.172 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:07.9  -nan 10 124.472 150.997 206.105 291.843 406.307 543.314 694.947 853.805 1012.026 1157.781 1273.298 1338.320 1338.837 1275.186 1162.519 1023.494 879.893 748.308 639.065 555.943 496.751 455.765 427.117 406.948 314.001 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 395.683 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:08.6  2.555551 10 135.234 129.062 189.819 310.672 481.484 688.242 916.751 1154.169 1387.171 1598.601 1766.442 1868.111 1888.967 1829.101 1702.656 1530.797 1334.962 1134.373 945.959 783.358 654.357 559.040 491.260 443.144 270.314 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 399.142 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:09.2  -nan 10 127.814 150.268 219.168 332.172 483.059 662.135 858.805 1062.523 1261.078 1438.001 1572.609 1644.962 1643.985 1572.849 1447.090 1287.563 1114.432 945.040 793.469 669.172 575.088 507.668 459.962 425.746 291.489 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 397.026 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:09.7  -nan 10 182.992 200.941 226.056 260.203 305.471 363.768 435.986 520.636 612.225 700.295 770.593 809.314 809.087 772.945 713.048 644.953 581.557 530.086 492.323 466.452 449.129 437.144 428.393 421.944 388.709 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 418.213 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:10.4  2.131124 10 201.039 174.178 209.202 300.260 440.273 619.644 826.782 1048.290 1268.477 1469.278 1631.893 1740.477 1786.312 1769.761 1698.663 1584.737 1440.756 1279.571 1113.842 955.158 812.344 689.960 588.359 505.834 262.389 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 402.882 0.2427956 0.1901269 0.1146578 0.0658830 0.0392770 0.0248958 0.0167964 0.0119897 0.0090050 0.0070928 0.0058475 0.0050310 0.0044908 0.0041194 0.0038373 0.0035857 0.0033263 0.0030423 0.0027413 0.0024478 0.0021695 0.0018567 0.0014370 0.0009273 0.0028534 
 02:11:10.9  2.772069 10 185.226 223.826 280.925 357.109 451.429 561.093 681.351 805.293 923.625 1024.975 1097.480 1131.753 1124.067 1077.845 1002.418 909.996 812.722 720.749 641.027 576.586 526.761 488.686 459.352 436.945 350.072 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 416.458 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:11.7  4.998069 10 249.095 272.225 301.845 338.915 384.129 437.504 497.807 561.909 624.405 677.940 714.675 728.725 718.557 687.903 644.447 596.983 552.698 515.746 487.261 466.260 450.838 439.221 430.335 423.755 393.001 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 419.949 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:12.4  2.222547 10 248.488 264.112 300.818 359.018 437.983 535.335 646.702 765.584 883.465 990.373 1076.113 1132.151 1153.582 1140.274 1096.589 1029.952 949.123 862.744 778.177 700.533 632.202 573.364 523.401 482.281 350.383 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 434.182 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:12.9  -nan 10 282.052 281.872 305.633 353.890 425.894 519.197 629.305 749.567 871.386 984.854 1079.969 1148.305 1184.645 1187.876 1160.739 1108.717 1038.718 957.959 873.028 789.054 709.239 635.193 568.087 509.851 339.538 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 431.385 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
