Line  186
      08:37:05.89  1.578112 10 60.055 57.922 54.695 64.956 84.623 108.016 129.456 144.853 149.903 138.958 110.667 73.993 43.251 27.346 25.171 32.462 43.982 53.674 60.609 57.967 0.193 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 31.173 0.2668035 0.2925599 0.2146386 0.1657085 0.1196404 0.0864051 0.0662800 0.0549069 0.0498079 0.0514153 0.0625463 0.0875709 0.1304940 0.1848315 0.1700568 0.0796988 0.0239531 0.0069624 0.0063103 0.0196600 0.0101313 
      08:37:06.50  1.012342 10 59.751 78.455 109.654 134.985 153.013 163.035 165.051 160.354 151.553 141.950 134.536 131.081 131.641 134.557 137.000 136.095 130.164 120.080 88.872 52.298 -0.086 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 80.846 0.3417888 0.2834664 0.1286518 0.0836199 0.0700574 0.0663070 0.0672261 0.0713770 0.0777867 0.0841607 0.0859962 0.0787345 0.0626539 0.0438575 0.0288313 0.0199027 0.0155747 0.0137130 0.0112875 0.0146756 0.0060977 
      08:37:07.10  1.130379 10 102.353 105.797 102.205 97.073 91.169 86.253 84.727 89.050 101.166 121.989 150.879 185.383 221.552 254.567 279.413 291.565 287.439 270.028 216.097 121.827 0.041 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 83.536 0.2042478 0.2330353 0.1639507 0.1388314 0.1361670 0.1435498 0.1499675 0.1458303 0.1259448 0.0950856 0.0641146 0.0401752 0.0243372 0.0147742 0.0093496 0.0064734 0.0051013 0.0047359 0.0075251 0.0140090 0.0073069 
      08:37:07.70  0.954553 2 94.559 109.255 125.137 138.329 147.814 153.015 154.051 151.768 147.546 142.954 139.350 137.531 137.509 138.472 138.987 137.480 132.860 125.214 109.992 88.706 0.001 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 86.554 0.2521031 0.2553317 0.1490042 0.1085119 0.0935448 0.0884094 0.0868988 0.0869127 0.0879463 0.0891658 0.0880239 0.0809966 0.0669149 0.0493008 0.0340274 0.0246535 0.0203094 0.0176666 0.0133022 0.0115173 0.0055092 
      08:37:08.30  2.954084 3 83.529 104.845 155.125 202.449 240.488 265.466 274.851 268.238 247.847 218.263 185.442 155.261 132.044 117.692 111.806 112.448 117.004 123.047 128.229 133.674 -0.126 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 148.686 0.3153765 0.2900090 0.1271203 0.0720777 0.0534726 0.0463345 0.0441662 0.0450160 0.0483726 0.0542543 0.0624535 0.0708300 0.0732416 0.0627556 0.0419045 0.0227264 0.0125174 0.0089308 0.0106127 0.0155715 0.0046876 
      08:37:08.89  1.929384 10 75.025 105.356 168.020 216.654 245.847 254.621 243.450 215.498 177.276 138.373 109.113 96.533 103.060 127.735 165.307 206.104 239.909 258.687 284.705 302.518 -0.174 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 150.939 0.3596511 0.2807080 0.1051664 0.0581118 0.0459959 0.0440496 0.0475274 0.0562639 0.0723104 0.0983318 0.1293572 0.1386110 0.1040956 0.0553442 0.0242636 0.0108027 0.0058824 0.0040581 0.0053475 0.0100447 0.0042907 
      08:37:09.50  0.980814 6 69.044 106.620 186.703 252.026 294.909 313.024 305.509 274.777 227.382 174.040 127.849 99.448 92.991 108.137 141.502 184.435 224.963 251.755 301.095 366.782 -0.213 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 155.391 0.3949647 0.2803933 0.0942112 0.0487231 0.0372848 0.0348537 0.0369519 0.0432828 0.0556047 0.0775404 0.1113710 0.1431511 0.1359517 0.0883175 0.0444263 0.0216879 0.0123069 0.0081083 0.0078214 0.0107449 0.0042809 
      08:37:10.10  0.835965 2 71.025 111.195 176.478 232.068 268.330 281.523 273.555 249.954 217.093 181.159 148.277 123.454 108.796 103.186 103.346 105.170 105.262 102.317 92.860 79.108 -0.064 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 82.790 0.3660031 0.2714269 0.1069867 0.0622284 0.0498350 0.0483139 0.0521537 0.0594071 0.0692268 0.0812712 0.0944048 0.1034291 0.0989687 0.0787547 0.0545165 0.0380220 0.0298036 0.0242231 0.0159293 0.0128165 0.0046594 
      08:37:10.70  1.531177 10 69.415 112.173 191.525 249.151 279.774 282.624 259.133 214.749 160.062 110.686 81.367 78.391 103.420 155.055 221.886 286.299 333.813 353.172 399.915 438.665 -0.194 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 131.754 0.4101697 0.2675555 0.0869852 0.0466415 0.0377126 0.0377036 0.0434315 0.0565728 0.0830105 0.1310634 0.1867441 0.1790510 0.1016719 0.0410951 0.0157561 0.0071435 0.0041986 0.0030289 0.0041176 0.0080332 0.0040199 
      08:37:11.30  1.715304 10 57.302 130.244 285.588 402.945 481.076 516.999 508.142 456.461 369.784 262.908 159.892 90.297 65.661 80.581 131.972 206.191 278.168 325.683 424.348 588.110 -0.375 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 236.887 166.207 0.5327033 0.2323115 0.0491453 0.0214803 0.0160072 0.0148837 0.0159251 0.0192050 0.0264001 0.0428826 0.0830290 0.1612085 0.2067454 0.1241743 0.0428664 0.0134631 0.0056247 0.0031776 0.0031404 0.0052313 0.0036807 
